ticker,name,lei,cik
KMM,Deutsche Multi-Market Income Trust,C882BXTJT0TJAZ7C6Y53,0000842905
KMPH,KemPharm Inc,,0001434647
KMPR,Kemper Corp,,0000860748
KMT,Kennametal Inc,549300GZDSG25XUV0Y08,0000055242
KMX,Carmax Inc,,0001170010
KN,Knowles Corp,5493003EO323TDZQU148,0001587523
KND,Kindred Healthcare Inc,549300OITC7AXM1AND14,0001060009
KNDI,Kandi Technologies Group Inc,,0001316517
KNL,Knoll Inc,549300R7T7KP3H4DHH46,0001011570
KNM,Konami Corp ,,0001191141
KNOP,KNOT Offshore Partners LP,549300RM8O2QLS7ZQN07,0001564180
KNSL,Kinsale Capital Group Inc,,0001669162
KNX,Knight Transportation Inc,,0000929452
KO,Coca-Cola Co,UWJKFUJFZ02DKWI3RY53,0000021344
KODK,Eastman Kodak Co,,0000031235
KOF,Coca-Cola Femsa SAB de CV,5493008KEVFYPMGTXO33,0000910631
KONA,Kona Grill Inc,,0001265572
KONE,Kingtone Wirelessinfo Solution Holding Ltd,,0001487839
KOOL,Cesca Therapeutics Inc,54930046CTH3DLQ1AR47,0000811212
KOP,Koppers Holdings Inc,,0001315257
KOPN,Kopin Corp,,0000771266
KORS,Michael Kors Holdings Ltd,,0001530721
KOS,Kosmos Energy Ltd,,0001509991
KOSS,Koss Corp,,0000056701
KPTI,Karyopharm Therapeutics Inc,549300J1VANRCNTYST87,0001503802
KR,The Kroger Co,6CPEOKI6OYJ13Q6O7870,0000056873
KRA,Kraton Performance Polymers Inc,549300UKP7HNTB21X136,0001321646
KRC,Kilroy Realty Corp,549300CXXI18B214UN80,0001025996
KRFT,Kraft Foods Group Inc ,V1BYR0MM295ZFWYYS367,0001545158
KRG,Kite Realty Group Trust,,0001286043
KRNT,Kornit Digital Ltd,,0001625791
KRNY,Kearny Financial Corp,,0001295664
KRO,Kronos Worldwide Inc,549300OBZ34C65APL277,0001257640
KS,KapStone Paper and Packaging Corp,,0001325281
KSM,Deutsche Strategic Municipal Income Trust,HW9ZECORLBPA6LHYL567,0000846596
KSS,Kohls Corp,549300JF6LPRTRJ0FH50,0000885639
KST,Deutsche Strategic Income Trust,BVE72KJ3UC4XA3T42331,0000919708
KSU,Kansas City Southern,5493008C12PZMWP3WY03,0000054480
KT,KT Corp,,0000892450
KTCC,Key Tronic Corp,40TF3VPKEM3IMMIU0O47,0000719733
KTEC,Key Technology Inc,GDM3EX4UNY6XDR983X47,0000906193
KTF,Deutsche Municipal Income Trust,TEL2CK71Z3LE1OCHIB43,0000839533
KTH,Structured Products Corp Corts Tr for Peco Energy Cap Tr III,,0001283464
KTN,Credit Enhanced Corts Trust For Aon Capital A,,0001283337
KTOS,Kratos Defense and Security Solutions Inc,5493000EKBN0UY1F3F88,0001069258
KTOV,Kitov Pharmaceuticals Holdings Ltd,,0001614744
KTP,Corts Trust for JC Penney Debentures,,0001283602
KTWO,K2M Group Holdings Inc,5493006U1C0P5PZRBM32,0001499807
KURA,Kura Oncology Inc,,0001422143
KUTV,Ku6 Media Co Ltd ,,0001294435
KVHI,KVH Industries Inc,,0001007587
KW,Kennedy-Wilson Holdings Inc,549300MOI1T78144X610,0001408100
KWR,Quaker Chemical Corp,549300PJQ1R3WCWCPS54,0000081362
KYE,Kayne Anderson Energy Total Return Fund,,
KYN,Kayne Anderson MLP Investment Company,549300H9ZCLGQEKXQY57,0001293613
KYO,Kyocera Corp,,0000057083
KYTH,KYTHERA Biopharmaceuticals Inc ,,0001436304
KZ,KongZhong Corp,,0001285137
L,Loews Corp,R8V1FN4M5ITGZOG7BS19,0000060086
LABC,Louisiana Bancorp Inc ,,0001392562
LABL,Multi-Color Corp,5493002OTV1C4F4YVI40,0000819220
LACO,Golden Entertainment Inc,549300P8YYCKQVJ0Y638,0001071255
LAD,Lithia Motors Inc,SE8N1EZEHPZQBCBVKD53,0001023128
LADR,Ladder Capital Corp,,0001577670
LAKE,Lakeland Industries Inc,549300HGP70IM9WKU164,0000798081
LAMR,Lamar Advertising Co,,0001090425
LANC,Lancaster Colony Corp,,0000057515
LAND,Gladstone Land Corp,,0001495240
LAQ,Aberdeen Latin America Equity Fund Inc,,
LARK,Landmark Bancorp Inc,,0001141688
LAWS,Lawson Products Inc,,0000703604
LAYN,Layne Christensen Co,5493007I2YM8WBUKXN31,0000888504
LAZ,Lazard Ltd,,0001311370
LB,L Brands Inc,GR3KVMWVCR54YWQNXU90,0000701985
LBAI,Lakeland Bancorp Inc,,0000846901
LBDC,UBS ETRACS 2×Lvg Lng WF B D Co ETN SerB,,
LBF,"Deutsche Global High Income Fund, Inc.",U1VZZ55Q0YN7AR2YTJ96,0000887590
LBIO,Lion Biotechnologies Inc,549300220Z2GHH33XL82,0001425205
LBIX,Leading Brands Inc,,0000884247
LBMH,Liberator Medical Holdings Inc ,,0000017485
LBND,DB 3x Long 25+ Year Treasury Bond ETN,,
LBRDK,Liberty Broadband Corp,,0001611983
LBTYA,Liberty Global PLC,549300BSGXG3QLIQYT84,0001570585
LBY,Libbey Inc,,0000902274
LC,LendingClub Corp,549300YC50YO7Y1OJR92,0001409970
LCA,Landcadia Holdings Inc,,0001653247
LCAHU,Landcadia Holdings Inc,,
LCI,Lannett Company Inc,,0000057725
LCM,Advent/Claymore Enhanced Growth & Income Fund,7BBHNPD4YFXWEJBTV119,0001278460
LCNB,LCNB Corp,,0001074902
LCRT,"LoanCore Realty Trust, Inc.",,0001632172
LCUT,Lifetime Brands Inc,549300GS38DC0OHLYK32,0000874396
LD,iPath Bloomberg Lead SubTR ETN,,
LDF,Latin American Discovery Fund,,0000884461
LDL,Lydall Inc,549300HATFXXTSIQU854,0000060977
LDOS,Leidos Holdings Inc,549300IUTGTP6EJP8124,0001336920
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",,
LDR,Landauer Inc,,0000825410
LDRH,LDR Holding Corp ,549300I5TXQ44R2XJM68,0001348324
LE,Lands End Inc,54930016WOL7P2P67Q43,0000799288
LEA,Lear Corp,549300UPNBTXA1SYTQ33,0000842162
LEAF,OneMain Holdings Inc,549300E3VEW8SMS5XW09,0001584207
LECO,Lincoln Electric Holdings Inc,BIMGBY40SIN95O01BN93,0000059527
LEDD,iPath Pure Beta Lead ETN,,
LEDS,SemiLEDs Corp,,0001333822
LEE,Lee Enterprises Inc,,0000058361
LEG,Leggett & Platt Inc,DKOVQUCDW4ZLYCUD4T55,0000058492
LEI,Lucas Energy Inc,549300UU08PK14MMKL57,0001309082
LEJU,Leju Holdings Ltd,549300L53UKQOTX8LC17,0001596856
LEN,Lennar Corp,,0000920760
LENS,Presbia PLC,5493004NWBXW4EGQZU03,0001591096
LEO,Dreyfus Strategic Municipals Inc.,,
LEU,Centrus Energy Corp,549300G6VDK9G8276661,0001065059
LEXEA,Liberty Expedia Holdings Inc,,
LEXEB,Liberty Expedia Holdings Inc,,
LF,LeapFrog Enterprises Inc ,5493002E2FKHLTEFVH89,0001138951
LFC,China Life Insurance Co Ltd,549300J6TFLDXGH6S048,0001268896
LFL,Latam Airlines Group SA,549300HX3UUDPEFTG707,0001047716
LFUS,Littelfuse Inc,549300MY7HLQFYTPCX75,0000889331
LFVN,LifeVantage Corp,5493001Z5YYT109QZ980,0000849146
LG,Laclede Group Inc ,549300NXSY15DRY2R511,0001126956
LGCY,Legacy Reserves LP,549300UK2ZYOI65LEZ32,0001358831
LGF,Lions Gate Entertainment Corp,5493000JSMHPHZURLM72,0000929351
LGI,Lazard Global Total Return and Income Fund Inc,,
LGIH,LGI Homes Inc,549300W02B4WNV8CV109,0001580670
LGL,LGL Group Inc,,0000061004
LGND,Ligand Pharmaceuticals Inc,5493008K7TB0IKP37H79,0000886163
LH,Laboratory Corporation of America Holdings,OZ7UA8IXAIFILY2VZH07,0000920148
LHCG,LHC Group Inc,,0001303313
LHO,LaSalle Hotel Properties,,0001053532
LIFE,aTyr Pharma Inc,,0001339970
LII,Lennox International Inc,S7DWAC87RDMPBF77GJ92,0001069202
LIME,Lime Energy Co,54930085WNNQFBWT1J07,0001065860
LINC,Lincoln Educational Services Corp,,0001286613
LIND,Lindblad Expeditions Holdings Inc,,0001512499
LINE,Linn Energy LLC ,,0001326428
LINK,Interlink Electronics Inc,,0000828146
LION,Fidelity Southern Corp,,0000822662
LIOX,Lionbridge Technologies Inc,549300VGF957L9ZY3X78,0001058299
LIQD,Liquid Holdings Group Inc ,549300UXKT0ZVVB7CN77,0001562594
LIQT,LiqTech International Inc,,0001307579
LITB,LightInTheBox Holding Co Ltd,5493003DZYU05P53HU52,0001523836
LITEV,Lumentum Holdings Inc.,,0001633978
LIVE,Live Ventures Inc,,0001045742
LIVN,LivaNova PLC,81560010B12D0F732924,0001639691
LJPC,La Jolla Pharmaceutical Co,,0000920465
LKFN,Lakeland Financial Corp,,0000721994
LKQ,LKQ Corp,DS830JTTZQN6GK0I2E41,0001065696
LKSD,LSC Communications Inc,,0001669812
LL,Lumber Liquidators Holdings Inc,,0001396033
LLEX,Lilis Energy Inc ,549300MODB54RKZUE490,0001437557
LLL,L-3 Communications Holdings Inc,,0001056239
LLNW,Limelight Networks Inc,,0001391127
LLTC,Linear Technology Corp,,0000791907
LLY,Eli Lilly and Co,FRDRIPF3EKNDJ2CQJL29,0000059478
LM,Legg Mason Inc,OWUNCC6U1ZJXMZKFBJ36,0000704051
LMAT,LeMaitre Vascular Inc,549300FZUBUB7MHY8R17,0001158895
LMCA,Liberty Media Corp,549300ZKUTPIBZLWLL89,0001560385
LMFAU,"Lm Funding America, Inc.",549300GIN6G8BHZ7AF66,0001640384
LMIA,LMI Aerospace Inc,549300ZU5OKEPC77VY60,0001059562
LMLP,UBS ETRACS M Py 2xLvg WF MLP Ex-Engy ETN,,0000781891
LMNR,Limoneira Co,549300UCPZVJGYHI7550,0001342423
LMNS,Lumenis Ltd ,,0001004945
LMNX,Luminex Corp,,0001033905
LMOS,Lumos Networks Corp,,0001520744
LMRK,Landmark Infrastructure Partners LP,549300I3H10A778Y4H45,0001615346
LMRKO,Landmark Infrastructure Partners LP,,
LMRKP,Landmark Infrastructure Partners LP,,
LMT,Lockheed Martin Corp,DPRBOZP0K5RM2YE8UU08,0000936468
LN,Line Corp,,0001611820
LNBB,LNB Bancorp Inc ,,0000737210
LNC,Lincoln National Corp,EFQMQROEDSNBRIP7LE47,0000059558
LNCE,Snyder's-Lance Inc,HT08BXLUFXNQIJGTMH27,0000057528
LNCO,LinnCo LLC ,,0001549756
LND,Brasilagro Companhia Brasileira de Propriedades Agricolas,HNU7Z5273PRV5T5S5F07,0001499849
LNDC,Landec Corp,,0001005286
LNG,Cheniere Energy Inc,MIHC87W9WTYSYZWV1J40,0000003570
LNKD,LinkedIn Corp,5493001S6ND3ULAKYF67,0001271024
LNN,Lindsay Corp,549300ZFO0QG5H8TPI61,0000836157
LNT,Alliant Energy Corp,,0000352541
LNTH,Lantheus Holdings Inc,,0001521036
LO,Lorillard Inc ,,0001424847
LOAN,Manhattan Bridge Capital Inc,,0001080340
LOB,Live Oak Bancshares Inc,,0001462120
LOCK,LifeLock Inc,,0001383871
LOCM,Local Corporation,,0001259550
LOCO,El Pollo Loco Holdings Inc,549300EZCBNF4G707K90,0001606366
LODE,Comstock Mining Inc,,0001120970
LOGI,Logitech International SA,,0001032975
LOGM,LogMeIn Inc,,0001420302
LOJN,LoJack Corp ,,0000355777
LONE,Lonestar Resources US Inc,,0001661920
LONG,eLong Inc ,,0001290903
LOOK,Looksmart Ltd ,,0001077866
LOPE,Grand Canyon Education Inc,,0001434588
LOR,Lazard World Dividend & Income Fund Inc,,0001323206
LORL,Loral Space & Communications Inc,,0001006269
LOV,Spark Networks Inc,,0001314475
LOW,Lowe's Companies Inc,WAFCR4OKGSC504WU3E95,0000060667
LOXO,Loxo Oncology Inc,,0001581720
LPCN,Lipocine Inc,549300RXPEQXOJXVBI10,0001535955
LPG,Dorian LPG Ltd,549300WP1W2WGMC7F395,0001596993
LPI,Laredo Petroleum Inc,549300X0PTWU2QSLSL14,0001528129
LPL,LG Display Co Ltd,,0001290109
LPLA,LPL Financial Holdings Inc,549300XROQ4Y8G2L7682,0001397911
LPNT,LifePoint Health Inc,,0001301611
LPSB,Laporte Bancorp Inc,549300F7DUGBN0H7ZI97,0001549276
LPSN,LivePerson Inc,549300IN2P1JZ20G7N40,0001102993
LPT,Liberty Property Trust,,0000921112
LPTH,LightPath Technologies Inc,,0000889971
LPTN,Lpath Inc,549300OD82W5UIMD4H13,0001251769
LPX,Louisiana-Pacific Corp,,0000060519
LQ,La Quinta Holdings Inc,,0001594617
LQDT,Liquidity Services Inc,,0001235468
LRAD,LRAD Corp,,0000924383
LRCX,Lam Research Corp,549300I4GMO6D34U1T02,0000707549
LRE,LRR Energy LP ,549300GT182C3DY9YO24,0001519632
LRET,UBS ETRACS MonPay 2xLvg MSCI US REIT ETN,,
LRN,K12 Inc,,0001157408
LSBK,Lake Shore Bancorp Inc,,0001341318
LSC,ELEMENTS S&P CTI TR ETN,,
LSCC,Lattice Semiconductor Corp,,0000855658
LSG,Lake Shore Gold Corp ,549300Y8NKQPXVCJJ318,0001279944
LSTK,iPath Pure Beta Livestock ETN,,
LSTR,Landstar System Inc,,0000853816
LSXMA,Liberty Media Corp,,
LSXMB,Liberty Media Corp,,
LSXMK,Liberty Media Corp,,
LTBR,Lightbridge Corp,5493005PY54DR0JRCW56,0001084554
LTC,LTC Properties Inc,549300NRZP8IJG2KY677,0000887905
LTEA,Long Island Iced Tea Corp,549300NIBTF6ERQJ5366,0001629261
LTM,Life Time Fitness Inc ,549300PALKE96VYH4X17,0001076195
LTRE,Learning Tree International Inc ,,0001002037
LTRPA,Liberty Tripadvisor Holdings Inc,,0001606745
LTRX,Lantronix Inc,,0001114925
LTS,Ladenburg Thalmann Financial Services Inc,,0001029730
LTXB,LegacyTexas Financial Group Inc,,0001487052
LUB,Luby's Inc,,0000016099
LUK,Leucadia National Corp,549300HOF34RGOJ5YL07,0000096223
LULU,Lululemon Athletica Inc,,0001397187
LUNA,Luna Innovations Inc,,0001239819
LUV,Southwest Airlines Co,UDTZ87G0STFETI6HGH41,0000092380
LUX,Luxottica Group SpA,549300I1NMOBS4B1LT88,0000857471
LVLT,Level 3 Communications Inc,,0000794323
LVNTA,Liberty Interactive Corp,,0001355096
LVS,Las Vegas Sands Corp,,0001300514
LW,Lamb Weston Holdings Inc,,
LWAY,Lifeway Foods Inc,,0000814586
LXFR,Luxfer Holdings PLC,21380045UF5SJYZOXE41,0001096056
LXFT,Luxoft Holding Inc,,0001538375
LXK,Lexmark International Inc,549300TGOGJOCWL57Z97,0001001288
LXP,Lexington Realty Trust,549300S4MH2ICXDBFV43,0000910108
LXRX,Lexicon Pharmaceuticals Inc,,0001062822
LXU,LSB Industries Inc,5493001H215A0HG0MI71,0000060714
LYB,LyondellBasell Industries NV,BN6WCCZ8OVP3ITUUVN49,0001489393
LYG,Lloyds Banking Group PLC,549300PPXHEU2JF0AM85,0001160106
LYTS,LSI Industries Inc,,0000763532
LYV,Live Nation Entertainment Inc,5493007B9BM9ZXJINO78,0001335258
LZB,La-Z-Boy Inc,549300WNO1WMN9ZG2519,0000057131
M,Macys Inc,,0000794367
MA,MasterCard Inc,AR5L2ODV9HN37376R084,0001141391
MAA,Mid-America Apartment Communities Inc,549300FQZKFR5YNSHZ21,0000912595
MAB,Eaton Vance Massachusetts Municipal Bond Fund,,
MAC,Macerich Co,,0000912242
MACK,Merrimack Pharmaceuticals Inc,,0001274792
MACQ,M I Acquisitions Inc,,
MACQU,M I Acquisitions Inc,,
MAG,MAG Silver Corp,,0000751085
MAGS,Magal Security Systems Ltd,,0000896494
MAIN,Main Street Capital Corp,5493001FS9QJLJNF3E20,0001396440
MAMS,MAM Software Group Inc,,0000832488
MAN,ManpowerGroup Inc,ERO1WSFOSR0JJ6CRQ987,0000871763
MANH,Manhattan Associates Inc,,0001056696
MANT,ManTech International Corp,,0000892537
MANU,Manchester United PLC,,0001549107
MAR,Marriott International Inc,225YDZ14ZO8E1TXUSU86,0001048286
MARA,Marathon Patent Group Inc,549300M8ISKPTX2W7F94,0001507605
MARK,Remark Media Inc,,0001368365
MARPS,Marine Petroleum Trust,,0000062362
MAS,Masco Corp,5GCSNMQXHEYA1JO8QN11,0000062996
MASI,Masimo Corp,549300Q4A8JK0PIYCU29,0000937556
MAT,Mattel Inc,549300VELLG24KHTJ564,0000063276
MATR,Mattersight Corp,,0001094348
MATW,Matthews International Corp,549300ZVC5O0ATML6U61,0000063296
MATX,Matson Inc,549300OI5H3Y0I9I4I12,0000003453
MAV,Pioneer Municipal High Income Advantage Trust,,
MAYS,J.W. Mays Inc,,0000054187
MB,Mindbody Inc,549300DOX928XM8ENR47,0001458962
MBCN,Middlefield Banc Corp,,0000836147
MBFI,MB Financial Inc,,0001139812
MBI,MBIA Inc,54F1KGFE2KNP3VAL3P42,0000814585
MBII,Marrone Bio Innovations Inc,54930082ZJZ17VOHI543,0001441693
MBLX,Metabolix Inc,5493008TC8RB9CSBE696,0001121702
MBLY,Mobileye NV,,0001607310
MBRG,Middleburg Financial Corp,5493000X2GP8E7JX0I71,0000914138
MBRX,Moleculin Biotech Inc,,0001659617
MBT,Mobil'nye Telesistemy PAO,2534008FX8EXH1FMJA74,0001115837
MBTF,MBT Financial Corp,,0001118237
MBUU,Malibu Boats Inc,,0001590976
MBVT,Merchants Bancshares Inc,549300H4PJX5C0VGE828,0000726517
MBVX,MabVax Therapeutics Holdings Inc,549300IR7ZWFXWS62391,0001109196
MBWM,Mercantile Bank Corp,P16VZZCKTJ5IONL6XE37,0001042729
MC,Moelis & Co,549300891QNU7VTQUR83,0001596967
MCA,"BlackRock MuniYield California Quality Fund, Inc.",,
MCBC,Macatawa Bank Corp,549300M5D5Q2KMDSMP10,0001053584
MCBK,Madison County Financial Inc ,,0001547635
MCC,Medley Capital Corp,549300JJH1QEB0RKNO53,0001490349
MCD,McDonald's Corp,UE2136O97NLB5BYP9H04,0000063908
MCEP,Mid-Con Energy Partners LP,,0001527709
MCF,Contango Oil & Gas Co,549300WN2AGOX1011V72,0001071993
MCFT,MCBC Holdings Inc,549300IXWX41555YJ117,0001638290
MCGC,MCG Capital Corp ,,0001141299
MCHP,Microchip Technology Inc,5493007PTFULNYZJ1R12,0000827054
MCHX,Marchex Inc,,0001224133
MCI,Babson Capital Corporate Investors,,0000275694
MCK,McKesson Corp,,0000927653
MCN,Madison Covered Call and Equity Strategy Fund,,
MCO,Moody's Corp,549300GCEDD8YCF5WU84,0001059556
MCOX,Mecox Lane Ltd ,,0001501775
MCP,Molycorp Inc ,,0001489137
MCR,MFS® Charter Income,,
MCRB,Seres Therapeutics Inc,549300GMXBE5NUWISF13,0001609809
MCRI,Monarch Casino & Resort Inc,,0000907242
MCRL,Micrel Inc ,,0000932111
MCRN,Milacron Holdings Corp,5493007NS31K7IS5W227,0001637913
MCS,Marcus Corp,549300NL0OKPNEMP6B79,0000062234
MCUR,Macrocure Ltd,549300XRSVEW5226BG82,0001606012
MCY,Mercury General Corp,,0000064996
MCZ,Mad Catz Interactive Inc,,0001088162
MD,MEDNAX Inc,,0000893949
MDAS,MedAssets Inc ,549300OLLYQ57POGN638,0001254419
MDC,MDC Holdings Inc,,0000773141
MDCA,MDC Partners Inc,,0000876883
MDCO,Medicines Co,,0001113481
MDGN,Medgenics Inc,,0001138776
MDGS,Medigus Ltd,,0001618500
MDLX,Medley LLC,,0001536577
MDLY,Medley Management Inc,549300L5L700EFXAPW02,0001611110
MDLZ,Mondelez International Inc,549300DV9GIB88LZ5P30,0001103982
MDM,Mountain Province Diamonds Inc,,0001004530
MDP,Meredith Corp,549300YC8BC386CCTS24,0000065011
MDR,McDermott International Inc,ZAKWBIG8QLOPMZ888610,0000708819
MDRX,Allscripts Healthcare Solutions Inc,Y68YJHVB1GU4TAU3C223,0001124804
MDSO,Medidata Solutions Inc,549300N2D5UJZLKQ1O22,0001453814
MDSY,Modsys International Ltd,,0001029581
MDT,Medtronic PLC,549300GX3ZBSQWUXY261,0001613103
MDU,MDU Resources Group Inc,0T6SBMK3JTBI1JR36794,0000067716
MDVN,Medivation Inc,549300CAXF5EKW1F6Q56,0001011835
MDVX,Medovex Corp,,0001591165
MDW,Midway Gold Corp ,,0001319009
MDWD,Mediwound Ltd,549300LJKCS74GRYKF90,0001593984
MDXG,MiMedx Group Inc,,0001376339
MEA,Metalico Inc ,,0001048685
MED,Medifast Inc,,0000910329
MEDP,Medpace Holdings Inc,,0001668397
MEET,MeetMe Inc,,0001078099
MEG,Media General Inc,5493005Q6QE29UIIR333,0000216539
MEI,Methode Electronics Inc,,0000065270
MEIL,Methes Energies International Ltd ,,0001436549
MEIP,MEI Pharma Inc,,0001262104
MELA,STRATA Skin Sciences Inc,,0001051514
MELI,MercadoLibre Inc,,0001099590
MELR,Melrose Bancorp Inc,,0001600890
MEMP,Memorial Production Partners LP,,0001521847
MEN,"BlackRock MuniEnhanced Fund, Inc.",,0000844172
MENT,Mentor Graphics Corp,DHJLMSOKYPPZ16S78J42,0000701811
MEOH,Methanex Corp,549300TSJHRXT9QXRD13,0000886977
MEP,Midcoast Energy Partners LP,549300PRFLDRFUITC811,0001578685
MER,"Merrill Lynch & Co., Inc.",,0000065100
MERC,Mercer International Inc,,0000075659
MERU,"Meru Networks, Inc.",,0001167294
MESO,Mesoblast Ltd,,
MET,Metlife Inc,C4BXATY60WC6XEOZDX54,0001099219
METR,Metro Bancorp Inc ,,0001085706
MFA,MFA Financial Inc,YW72IMH2RRC8Z1TGLG58,0001055160
MFC,Manulife Financial Corp,,0001086888
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income,549300JL3ROR79GLM190,0001276469
MFG,Mizuho Financial Group Inc,,0001335730
MFL,BlackRock MuniHoldings Investment Quality Fund,,
MFLA,iPath Long Enhanced MSCI EAFE ETN,,
MFLX,Multi-Fineline Electronix Inc,15JJ75UIUZ7NF5ZMJW20,0000830916
MFM,MFS Municipal Income Trust,,0000801961
MFNC,Mackinac Financial Corp,,0000036506
MFRI,MFRI Inc,549300QBMR25XXRKXK93,0000914122
MFRM,Mattress Firm Holding Corp,,0001419852
MFS,Manitowoc Foodservice Inc,,0001650962
MFSF,MutualFirst Financial Inc,5493004W2SYBLE5X7W66,0001094810
MFT,BlackRock MuniYield Investment Quality Fund,,
MFV,MFS Special Value Trust,,0000856128
MG,Mistras Group Inc,,0001436126
MGA,Magna International Inc,95RWVLFZX6VGDZNNTN43,0000749098
MGCD,MGC Diagnostics Corp,,0000815093
MGEE,MGE Energy Inc,,0001161728
MGF,MFS® Government Markets Income,,
MGH,Minco Gold Corp,,0001020825
MGI,MoneyGram International Inc,,0001273931
MGIC,Magic Software Enterprises Ltd,,0000876779
MGLN,Magellan Health Inc,,0000019411
MGM,MGM Resorts International,,0000789570
MGN,Mines Management Inc,,0000066649
MGNX,MacroGenics Inc,5493001KJQUA83L8MH79,0001125345
MGP,MGM Growth Properties LLC,,0001656936
MGPI,MGP Ingredients Inc,,0000835011
MGRC,McGrath RentCorp,,0000752714
MGT,MGT Capital Investments Inc,,0001001601
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,,
MGYR,Magyar Bancorp Inc,,0001337068
MHD,BlackRock MuniHoldings Fund Inc,,0001034665
MHE,Massachusetts Tax-Exempt Trust,,0000901824
MHF,Western Asset Municipal High Income Fund Inc,549300V8S0EC6SV7H926,0000830487
MHFI,S&P Global Inc,Y6X4K52KMJMZE7I7MY94,0000064040
MHG,Marine Harvest ASA,549300W1OGQF5LZIH349,0001578526
MHGC,Morgans Hotel Group Co,,0001342126
MHH,Mastech Holdings Inc,549300GD5HFB0F451006,0001437226
MHI,Pioneer Municipal High Income Trust,,
MHK,Mohawk Industries Inc,,0000851968
MHLA,Maiden Holdings Ltd,,
MHLD,Maiden Holdings Ltd,5493000GQUKNWGNXRZ91,0001412100
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",,
MHO,M/I Homes Inc,,0000799292
MHR,Magnum Hunter Resources Corp ,LGBZS11AOHMFDJUA5402,0001335190
MHY,Western Asset Managed High Income,,0000895523
MIC,Macquarie Infrastructure Corp,,0001289790
MICT,Micronet Enertec Technologies Inc,,0000854800
MIDD,Middleby Corp,JDFO86U9VQRBKW5KYA35,0000769520
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc,,
MIFI,Novatel Wireless Inc,5493002TS0R6QR4BT342,0001022652
MIG,Meadowbrook Insurance Group Inc ,5493008MJINVQ2RG2L57,0000949156
MIII,M III Acquisition Corp,,0001652362
MIIIU,M III Acquisition Corp,,
MIK,Michaels Companies Inc,549300H9LWMBP7HYLR98,0001593936
MIL,MFC Bancorp Ltd,529900HPRN328AU1YQ13,0000016859
MILL,Miller Energy Resources Inc ,549300SVR4XRQZDHZR58,0000785968
MIME,Mimecast Ltd,,0001644675
MIN,MFS® Intermediate Income Fund,,
MIND,Mitcham Industries Inc,549300JBV7RJ5ZY83U38,0000926423
MINI,Mobile Mini Inc,,0000911109
MIRN,Mirna Therapeutics Inc,5493007C6UCNXL4HOI66,0001527599
MITK,Mitek Systems Inc,549300ABZAQ3R25XG118,0000807863
MITL,Mitel Networks Corp,549300UFIKCL8N6OYG97,0001170534
MITT,AG Mortgage Investment Trust Inc,,0001514281
MIW,Eaton Vance Michigan Municipal Bond Fund,,
MIXT,MiX Telematics Ltd,,0001576914
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",,
MJCO,Majesco,,0001626853
MJN,Mead Johnson Nutrition Co,E4BJRFT3MF4GJDY1SC50,0001452575
MKC,McCormick & Company Inc,549300JQQA6MQ4OJP259,0000063754
MKL,Markel Corp,549300SCNO12JLWIK605,0001096343
MKSI,MKS Instruments Inc,549300KEQATBHAGVF505,0001049502
MKTO,Marketo Inc,5493000NL1CTWR351617,0001490660
MKTX,Marketaxess Holdings Inc,5493002U1CA1XJOVID83,0001278021
MLAB,Mesa Laboratories Inc,,0000724004
MLHR,Herman Miller Inc,U98HXD3PNK7HYU2MU887,0000066382
MLI,Mueller Industries Inc,5493005IZFE4VJLLYG84,0000089439
MLM,Martin Marietta Materials Inc,,0000916076
MLNK,ModusLink Global Solutions Inc,549300DESX9Q74AQVP83,0000914712
MLNX,Mellanox Technologies Ltd,,0001356104
MLP,Maui Land & Pineapple Company Inc,,0000063330
MLPB,UBS ETRACS Alerian MLPInfrs ETN SerB,,
MLPC,C-Tracks ETN Bsd on Perf of M/H MLP Fdmt,,
MLPG,UBS ETRACS Alerian Natural Gas MLP ETN,,
MLPI,UBS ETRACS Alerian MLP Infras ETN,,
MLPL,UBS ETRACS 2xM Lvg Lng Alrn MLP Infr ETN,,
MLPN,Credit Suisse X-Links CushgMLPInfrasETN,,
MLPO,Credit Suisse S&P MLP ETN,,
MLPQ,UBS ETRACS 2xMLvgAlerianMLPIfrIdxETNSerB,,
MLPS,UBS ETRACS 1xM Shrt Alrn MLP Infr TR ETN,,
MLPV,UBS ETRACS 2xMonthly Lvg S&P MLP Idx ETN,,
MLPW,UBS ETRACS Wells Fargo MLP ETN,,
MLPZ,UBS ETRACS 2x M Lvg S&P MLP Idx ETN SerB,,
MLR,Miller Industries Inc,549300F1O74SPUJ7UU94,0000924822
MLSS,Milestone Scientific Inc,,0000855683
MLVF,Malvern Bancorp Inc,,0001550603
MM,Millennial Media Inc ,,0001372375
MMAC,MMA Capital Management LLC,5493000UXK8J337L8Q33,0001003201
MMC,Marsh & McLennan Companies Inc,549300XMP3KDCKJXIU47,0000062709
MMD,Mainstay DefinedTerm Municipal Opportunities Fund,,
MMI,Marcus & Millichap Inc,549300B2HE8ULXNB1N48,0001578732
MMLP,Martin Midstream Partners LP,,0001176334
